Date,GDP,Export,Import,Inflation,Variations Inflation (%),Interest rate on bank loans,Variations Interest rates on bank loans(%),Government Spending (% of GDP),HouseHold Taxes,Debt to Income Ratio (%),New mortgages ,Part of mortgage already paid,Mortgages (Million of Livre),Corporation tax Rate,Household Tax Rate,Deposits for households,Interest rates on government bonds,Housing wealth,Residential mortgage LTV ratio (%),Housing stock,Annual business investment (million livre),% growth,Private pension wealth (billion Livres),Total wealth (billion Livres),UK National debt en % de GDP,UK National debt en Livres,Nominal demand for GB (ICPF),Nominal demand for GB (Rest of the World ou Overseas),Nominal demand for GB (CB),Interest rates on deposits (%),UK government bonds issued by Central Government (in sterling millions),Interest rates Mortgages 3 years (%),Bank bond supply ,Government transfer to households,% of net disposable income,Annuities ,Bank Dividend (in sterling millions)
2000-06-01,137355833333.33333,34217333333.333332,36830333333.333336,1.18,-32.57,3.77,-16.59,39.4775,11.469000000000001,92.9,88.32,3264.0,3714.0,0.3,0.4,22940833333.333332,,,,,13272.25,3.2,,,35.78,49145917166.666664,13269397635.0,11303560948.333334,11303560948.333334,,,,14.666666666666666,10851110833.333334,443.1036,,1194.5833333333333
2000-07-01,137355833333.33333,34217333333.333332,36830333333.333336,1.18,-32.57,3.77,-16.59,39.4775,11.469000000000001,,86.97,,2772.0,0.3,0.4,22940833333.333332,,,,,13272.25,3.2,,,35.78,49145917166.666664,13269397635.0,11303560948.333334,11303560948.333334,,,,14.666666666666666,10851110833.333334,443.1036,,1194.5833333333333
2000-08-01,137355833333.33333,34217333333.333332,36830333333.333336,1.18,-32.57,3.77,-16.59,39.4775,11.469000000000001,,85.6,,3177.0,0.3,0.4,22940833333.333332,,,,,13272.25,3.2,,,35.78,49145917166.666664,13269397635.0,11303560948.333334,11303560948.333334,,,,14.666666666666666,10851110833.333334,443.1036,,1194.5833333333333
2000-09-01,137355833333.33333,34217333333.333332,36830333333.333336,1.18,-32.57,3.77,-16.59,39.4775,11.469000000000001,93.2,84.63,3254.0,2926.0,0.3,0.4,22940833333.333332,,,,,13272.25,3.2,,,35.78,49145917166.666664,13269397635.0,11303560948.333334,11303560948.333334,,,,14.666666666666666,10851110833.333334,443.1036,,1194.5833333333333
2000-10-01,137355833333.33333,34217333333.333332,36830333333.333336,1.18,-32.57,3.77,-16.59,39.4775,11.469000000000001,,76.23,,3008.0,0.3,0.4,22940833333.333332,,,,,13272.25,3.2,,,35.78,49145917166.666664,13269397635.0,11303560948.333334,11303560948.333334,,,,14.666666666666666,10851110833.333334,443.1036,,1194.5833333333333
2000-11-01,137355833333.33333,34217333333.333332,36830333333.333336,1.18,-32.57,3.77,-16.59,39.4775,11.469000000000001,,83.54,,3325.0,0.3,0.4,22940833333.333332,,,,,13272.25,3.2,,,35.78,49145917166.666664,13269397635.0,11303560948.333334,11303560948.333334,,,,14.666666666666666,10851110833.333334,443.1036,,1194.5833333333333
2000-12-01,137355833333.33333,34217333333.333332,36830333333.333336,1.18,-32.57,3.77,-16.59,39.4775,11.469000000000001,93.5,89.79,1991.0,3620.0,0.3,0.4,22940833333.333332,,,,,13272.25,3.2,,,35.78,49145917166.666664,13269397635.0,11303560948.333334,11303560948.333334,,,,14.666666666666666,10851110833.333334,443.1036,,1194.5833333333333
2001-01-01,135483333333.33333,33413916666.666668,36667250000.0,1.53,29.66,4.27,13.26,42.49218,11.481,,89.42,,3676.0,0.3,0.4,21389833333.333332,,,,,12395.416666666666,-6.6,,,31.0,41999833333.333336,11339955000.0,9659961666.666666,9659961666.666666,,,,27.916666666666668,10703183333.333334,415.4774,,841.0
2001-02-01,135483333333.33333,33413916666.666668,36667250000.0,1.53,29.66,4.27,13.26,42.49218,11.481,,81.89,,3702.0,0.3,0.4,21389833333.333332,,,,,12395.416666666666,-6.6,,,31.0,41999833333.333336,11339955000.0,9659961666.666666,9659961666.666666,,,,27.916666666666668,10703183333.333334,415.4774,,841.0
2001-03-01,135483333333.33333,33413916666.666668,36667250000.0,1.53,29.66,4.27,13.26,42.49218,11.481,93.9,89.13,2082.0,3833.0,0.3,0.4,21389833333.333332,,,,,12395.416666666666,-6.6,,,31.0,41999833333.333336,11339955000.0,9659961666.666666,9659961666.666666,,,,27.916666666666668,10703183333.333334,415.4774,,841.0
2001-04-01,135483333333.33333,33413916666.666668,36667250000.0,1.53,29.66,4.27,13.26,42.49218,11.481,,87.5,,4042.0,0.3,0.4,21389833333.333332,,,,,12395.416666666666,-6.6,,,31.0,41999833333.333336,11339955000.0,9659961666.666666,9659961666.666666,,,,27.916666666666668,10703183333.333334,415.4774,,841.0
2001-05-01,135483333333.33333,33413916666.666668,36667250000.0,1.53,29.66,4.27,13.26,42.49218,11.481,,81.31,,4808.0,0.3,0.4,21389833333.333332,,,,,12395.416666666666,-6.6,,,31.0,41999833333.333336,11339955000.0,9659961666.666666,9659961666.666666,,,,27.916666666666668,10703183333.333334,415.4774,,841.0
2001-06-01,135483333333.33333,33413916666.666668,36667250000.0,1.53,29.66,4.27,13.26,42.49218,11.481,95.5,80.36,5676.0,4267.0,0.3,0.4,21389833333.333332,,,,,12395.416666666666,-6.6,,,31.0,41999833333.333336,11339955000.0,9659961666.666666,9659961666.666666,,,,27.916666666666668,10703183333.333334,415.4774,,841.0
2001-07-01,135483333333.33333,33413916666.666668,36667250000.0,1.53,29.66,4.27,13.26,42.49218,11.481,,87.52,,4560.0,0.3,0.4,21389833333.333332,,,,,12395.416666666666,-6.6,,,31.0,41999833333.333336,11339955000.0,9659961666.666666,9659961666.666666,,,,27.916666666666668,10703183333.333334,415.4774,,841.0
2001-08-01,135483333333.33333,33413916666.666668,36667250000.0,1.53,29.66,4.27,13.26,42.49218,11.481,,85.01,,4915.0,0.3,0.4,21389833333.333332,,,,,12395.416666666666,-6.6,,,31.0,41999833333.333336,11339955000.0,9659961666.666666,9659961666.666666,,,,27.916666666666668,10703183333.333334,415.4774,,841.0
2001-09-01,135483333333.33333,33413916666.666668,36667250000.0,1.53,29.66,4.27,13.26,42.49218,11.481,97.6,80.31,7266.0,4356.0,0.3,0.4,21389833333.333332,,,,,12395.416666666666,-6.6,,,31.0,41999833333.333336,11339955000.0,9659961666.666666,9659961666.666666,,,,27.916666666666668,10703183333.333334,415.4774,,841.0
2001-10-01,135483333333.33333,33413916666.666668,36667250000.0,1.53,29.66,4.27,13.26,42.49218,11.481,,88.55,,4546.0,0.3,0.4,21389833333.333332,,,,,12395.416666666666,-6.6,,,31.0,41999833333.333336,11339955000.0,9659961666.666666,9659961666.666666,,,,27.916666666666668,10703183333.333334,415.4774,,841.0
2001-11-01,135483333333.33333,33413916666.666668,36667250000.0,1.53,29.66,4.27,13.26,42.49218,11.481,,85.01,,4730.0,0.3,0.4,21389833333.333332,,,,,12395.416666666666,-6.6,,,31.0,41999833333.333336,11339955000.0,9659961666.666666,9659961666.666666,,,,27.916666666666668,10703183333.333334,415.4774,,841.0
2001-12-01,135483333333.33333,33413916666.666668,36667250000.0,1.53,29.66,4.27,13.26,42.49218,11.481,99.7,88.43,5403.0,4783.0,0.3,0.4,21389833333.333332,,,,,12395.416666666666,-6.6,,,31.0,41999833333.333336,11339955000.0,9659961666.666666,9659961666.666666,,,,27.916666666666668,10703183333.333334,415.4774,,841.0
2002-01-01,147751666666.66666,35053333333.333336,39210750000.0,1.52,-0.65,1.78,-58.31,43.0978,11.963,,81.87,,4976.0,0.3,0.4,22518500000.0,,,,,12301.333333333334,-0.8,,,30.05,44399375833.333336,11987831475.0,10211856441.666666,10211856441.666666,,,,40.0,11672381666.666666,396.23900000000003,,1121.0
2002-02-01,147751666666.66666,35053333333.333336,39210750000.0,1.52,-0.65,1.78,-58.31,43.0978,11.963,,86.34,,5319.0,0.3,0.4,22518500000.0,,,,,12301.333333333334,-0.8,,,30.05,44399375833.333336,11987831475.0,10211856441.666666,10211856441.666666,,,,40.0,11672381666.666666,396.23900000000003,,1121.0
2002-03-01,147751666666.66666,35053333333.333336,39210750000.0,1.52,-0.65,1.78,-58.31,43.0978,11.963,101.8,84.79,5649.0,5674.0,0.3,0.4,22518500000.0,,,,,12301.333333333334,-0.8,,,30.05,44399375833.333336,11987831475.0,10211856441.666666,10211856441.666666,,,,40.0,11672381666.666666,396.23900000000003,,1121.0
2002-04-01,147751666666.66666,35053333333.333336,39210750000.0,1.52,-0.65,1.78,-58.31,43.0978,11.963,,88.56,,5819.0,0.3,0.4,22518500000.0,,,,,12301.333333333334,-0.8,,,30.05,44399375833.333336,11987831475.0,10211856441.666666,10211856441.666666,,,,40.0,11672381666.666666,396.23900000000003,,1121.0
2002-05-01,147751666666.66666,35053333333.333336,39210750000.0,1.52,-0.65,1.78,-58.31,43.0978,11.963,,92.18,,6414.0,0.3,0.4,22518500000.0,,,,,12301.333333333334,-0.8,,,30.05,44399375833.333336,11987831475.0,10211856441.666666,10211856441.666666,,,,40.0,11672381666.666666,396.23900000000003,,1121.0
2002-06-01,147751666666.66666,35053333333.333336,39210750000.0,1.52,-0.65,1.78,-58.31,43.0978,11.963,103.9,92.71,10004.0,6411.0,0.3,0.4,22518500000.0,,,,,12301.333333333334,-0.8,,,30.05,44399375833.333336,11987831475.0,10211856441.666666,10211856441.666666,,,,40.0,11672381666.666666,396.23900000000003,,1121.0
2002-07-01,147751666666.66666,35053333333.333336,39210750000.0,1.52,-0.65,1.78,-58.31,43.0978,11.963,,96.62,,6195.0,0.3,0.4,22518500000.0,,,,,12301.333333333334,-0.8,,,30.05,44399375833.333336,11987831475.0,10211856441.666666,10211856441.666666,,,,40.0,11672381666.666666,396.23900000000003,,1121.0
2002-08-01,147751666666.66666,35053333333.333336,39210750000.0,1.52,-0.65,1.78,-58.31,43.0978,11.963,,87.25,,6777.0,0.3,0.4,22518500000.0,,,,,12301.333333333334,-0.8,,,30.05,44399375833.333336,11987831475.0,10211856441.666666,10211856441.666666,,,,40.0,11672381666.666666,396.23900000000003,,1121.0
2002-09-01,147751666666.66666,35053333333.333336,39210750000.0,1.52,-0.65,1.78,-58.31,43.0978,11.963,107.0,94.29,12051.0,6895.0,0.3,0.4,22518500000.0,,,,,12301.333333333334,-0.8,,,30.05,44399375833.333336,11987831475.0,10211856441.666666,10211856441.666666,,,,40.0,11672381666.666666,396.23900000000003,,1121.0
2002-10-01,147751666666.66666,35053333333.333336,39210750000.0,1.52,-0.65,1.78,-58.31,43.0978,11.963,,94.74,,7721.0,0.3,0.4,22518500000.0,,,,,12301.333333333334,-0.8,,,30.05,44399375833.333336,11987831475.0,10211856441.666666,10211856441.666666,,,,40.0,11672381666.666666,396.23900000000003,,1121.0
2002-11-01,147751666666.66666,35053333333.333336,39210750000.0,1.52,-0.65,1.78,-58.31,43.0978,11.963,,91.57,,7255.0,0.3,0.4,22518500000.0,,,,,12301.333333333334,-0.8,,,30.05,44399375833.333336,11987831475.0,10211856441.666666,10211856441.666666,,,,40.0,11672381666.666666,396.23900000000003,,1121.0
2002-12-01,147751666666.66666,35053333333.333336,39210750000.0,1.52,-0.65,1.78,-58.31,43.0978,11.963,109.0,97.71,11348.0,7356.0,0.3,0.4,22518500000.0,,,,,12301.333333333334,-0.8,,,30.05,44399375833.333336,11987831475.0,10211856441.666666,10211856441.666666,,,,40.0,11672381666.666666,396.23900000000003,,1121.0
2003-01-01,170319166666.66666,39993500000.0,44068666666.666664,1.38,-9.21,1.26,-29.21,44.10147,11.892000000000001,,97.91,,7697.0,0.3,0.4,25999083333.333332,,,,,11954.666666666666,-2.8,,,31.26,53241771500.0,14375278305.0,12245607445.0,12245607445.0,,,,28.666666666666668,13455214166.666666,402.2447,,1431.1666666666667
2003-02-01,170319166666.66666,39993500000.0,44068666666.666664,1.38,-9.21,1.26,-29.21,44.10147,11.892000000000001,,94.77,,7243.0,0.3,0.4,25999083333.333332,,,,,11954.666666666666,-2.8,,,31.26,53241771500.0,14375278305.0,12245607445.0,12245607445.0,,,,28.666666666666668,13455214166.666666,402.2447,,1431.1666666666667
2003-03-01,170319166666.66666,39993500000.0,44068666666.666664,1.38,-9.21,1.26,-29.21,44.10147,11.892000000000001,110.7,97.99,10573.0,7433.0,0.3,0.4,25999083333.333332,,,,,11954.666666666666,-2.8,,,31.26,53241771500.0,14375278305.0,12245607445.0,12245607445.0,,,,28.666666666666668,13455214166.666666,402.2447,,1431.1666666666667
2003-04-01,170319166666.66666,39993500000.0,44068666666.666664,1.38,-9.21,1.26,-29.21,44.10147,11.892000000000001,,93.2,,7349.0,0.3,0.4,25999083333.333332,,,,,11954.666666666666,-2.8,,,31.26,53241771500.0,14375278305.0,12245607445.0,12245607445.0,,,,28.666666666666668,13455214166.666666,402.2447,,1431.1666666666667
2003-05-01,170319166666.66666,39993500000.0,44068666666.666664,1.38,-9.21,1.26,-29.21,44.10147,11.892000000000001,,85.68,,7507.0,0.3,0.4,25999083333.333332,,,,,11954.666666666666,-2.8,,,31.26,53241771500.0,14375278305.0,12245607445.0,12245607445.0,,,,28.666666666666668,13455214166.666666,402.2447,,1431.1666666666667
2003-06-01,170319166666.66666,39993500000.0,44068666666.666664,1.38,-9.21,1.26,-29.21,44.10147,11.892000000000001,113.7,83.65,13322.0,7712.0,0.3,0.4,25999083333.333332,,,,,11954.666666666666,-2.8,,,31.26,53241771500.0,14375278305.0,12245607445.0,12245607445.0,,,,28.666666666666668,13455214166.666666,402.2447,,1431.1666666666667
2003-07-01,170319166666.66666,39993500000.0,44068666666.666664,1.38,-9.21,1.26,-29.21,44.10147,11.892000000000001,,78.43,,8467.0,0.3,0.4,25999083333.333332,,,,,11954.666666666666,-2.8,,,31.26,53241771500.0,14375278305.0,12245607445.0,12245607445.0,,,,28.666666666666668,13455214166.666666,402.2447,,1431.1666666666667
2003-08-01,170319166666.66666,39993500000.0,44068666666.666664,1.38,-9.21,1.26,-29.21,44.10147,11.892000000000001,,84.11,,7877.0,0.3,0.4,25999083333.333332,,,,,11954.666666666666,-2.8,,,31.26,53241771500.0,14375278305.0,12245607445.0,12245607445.0,,,,28.666666666666668,13455214166.666666,402.2447,,1431.1666666666667
2003-09-01,170319166666.66666,39993500000.0,44068666666.666664,1.38,-9.21,1.26,-29.21,44.10147,11.892000000000001,116.7,86.25,17260.0,9615.0,0.3,0.4,25999083333.333332,,,,,11954.666666666666,-2.8,,,31.26,53241771500.0,14375278305.0,12245607445.0,12245607445.0,,,,28.666666666666668,13455214166.666666,402.2447,,1431.1666666666667
2003-10-01,170319166666.66666,39993500000.0,44068666666.666664,1.38,-9.21,1.26,-29.21,44.10147,11.892000000000001,,99.41,,10261.0,0.3,0.4,25999083333.333332,,,,,11954.666666666666,-2.8,,,31.26,53241771500.0,14375278305.0,12245607445.0,12245607445.0,,,,28.666666666666668,13455214166.666666,402.2447,,1431.1666666666667
2003-11-01,170319166666.66666,39993500000.0,44068666666.666664,1.38,-9.21,1.26,-29.21,44.10147,11.892000000000001,,96.44,,8936.0,0.3,0.4,25999083333.333332,,,,,11954.666666666666,-2.8,,,31.26,53241771500.0,14375278305.0,12245607445.0,12245607445.0,,,,28.666666666666668,13455214166.666666,402.2447,,1431.1666666666667
2003-12-01,170319166666.66666,39993500000.0,44068666666.666664,1.38,-9.21,1.26,-29.21,44.10147,11.892000000000001,119.8,99.28,16433.0,8895.0,0.3,0.4,25999083333.333332,,,,,11954.666666666666,-2.8,,,31.26,53241771500.0,14375278305.0,12245607445.0,12245607445.0,,,,28.666666666666668,13455214166.666666,402.2447,,1431.1666666666667
2004-01-01,200300833333.33334,46898583333.333336,52027333333.333336,1.39,0.72,1.87,48.41,44.91713,11.89,,96.55,,9128.0,0.3,0.4,29451333333.333332,,,,,11449.583333333334,-4.2,,,32.52,65137831000.0,17587214370.0,14981701130.0,14981701130.0,,,,15.75,15823765833.333334,405.3268,,1580.0833333333333
2004-02-01,200300833333.33334,46898583333.333336,52027333333.333336,1.39,0.72,1.87,48.41,44.91713,11.89,,94.52,,8986.0,0.3,0.4,29451333333.333332,,,,,11449.583333333334,-4.2,,,32.52,65137831000.0,17587214370.0,14981701130.0,14981701130.0,,,,15.75,15823765833.333334,405.3268,,1580.0833333333333
2004-03-01,200300833333.33334,46898583333.333336,52027333333.333336,1.39,0.72,1.87,48.41,44.91713,11.89,122.2,88.63,12239.0,8962.0,0.3,0.4,29451333333.333332,,,,,11449.583333333334,-4.2,,,32.52,65137831000.0,17587214370.0,14981701130.0,14981701130.0,,,,15.75,15823765833.333334,405.3268,,1580.0833333333333
2004-04-01,200300833333.33334,46898583333.333336,52027333333.333336,1.39,0.72,1.87,48.41,44.91713,11.89,,88.9,,9225.0,0.3,0.4,29451333333.333332,,,,,11449.583333333334,-4.2,,,32.52,65137831000.0,17587214370.0,14981701130.0,14981701130.0,,,,15.75,15823765833.333334,405.3268,,1580.0833333333333
2004-05-01,200300833333.33334,46898583333.333336,52027333333.333336,1.39,0.72,1.87,48.41,44.91713,11.89,,78.31,,8454.0,0.3,0.4,29451333333.333332,,,,,11449.583333333334,-4.2,,,32.52,65137831000.0,17587214370.0,14981701130.0,14981701130.0,,,,15.75,15823765833.333334,405.3268,,1580.0833333333333
2004-06-01,200300833333.33334,46898583333.333336,52027333333.333336,1.39,0.72,1.87,48.41,44.91713,11.89,124.6,89.42,15452.0,8902.0,0.3,0.4,29451333333.333332,,,,,11449.583333333334,-4.2,,,32.52,65137831000.0,17587214370.0,14981701130.0,14981701130.0,,,,15.75,15823765833.333334,405.3268,,1580.0833333333333
2004-07-01,200300833333.33334,46898583333.333336,52027333333.333336,1.39,0.72,1.87,48.41,44.91713,11.89,,84.27,,8777.0,0.3,0.4,29451333333.333332,,,,,11449.583333333334,-4.2,,,32.52,65137831000.0,17587214370.0,14981701130.0,14981701130.0,,,,15.75,15823765833.333334,405.3268,,1580.0833333333333
2004-08-01,200300833333.33334,46898583333.333336,52027333333.333336,1.39,0.72,1.87,48.41,44.91713,11.89,,67.49,,7978.0,0.3,0.4,29451333333.333332,,,,,11449.583333333334,-4.2,,,32.52,65137831000.0,17587214370.0,14981701130.0,14981701130.0,,,,15.75,15823765833.333334,405.3268,,1580.0833333333333
2004-09-01,200300833333.33334,46898583333.333336,52027333333.333336,1.39,0.72,1.87,48.41,44.91713,11.89,127.4,70.01,14231.0,7531.0,0.3,0.4,29451333333.333332,,,,,11449.583333333334,-4.2,,,32.52,65137831000.0,17587214370.0,14981701130.0,14981701130.0,,,,15.75,15823765833.333334,405.3268,,1580.0833333333333
2004-10-01,200300833333.33334,46898583333.333336,52027333333.333336,1.39,0.72,1.87,48.41,44.91713,11.89,,75.4,,7261.0,0.3,0.4,29451333333.333332,,,,,11449.583333333334,-4.2,,,32.52,65137831000.0,17587214370.0,14981701130.0,14981701130.0,,,,15.75,15823765833.333334,405.3268,,1580.0833333333333
2004-11-01,200300833333.33334,46898583333.333336,52027333333.333336,1.39,0.72,1.87,48.41,44.91713,11.89,,69.99,,5546.0,0.3,0.4,29451333333.333332,,,,,11449.583333333334,-4.2,,,32.52,65137831000.0,17587214370.0,14981701130.0,14981701130.0,,,,15.75,15823765833.333334,405.3268,,1580.0833333333333
2004-12-01,200300833333.33334,46898583333.333336,52027333333.333336,1.39,0.72,1.87,48.41,44.91713,11.89,129.6,72.38,8418.0,8441.0,0.3,0.4,29451333333.333332,,,,,11449.583333333334,-4.2,,,32.52,65137831000.0,17587214370.0,14981701130.0,14981701130.0,,,,15.75,15823765833.333334,405.3268,,1580.0833333333333
2005-01-01,210417500000.0,51974666666.666664,57282583333.333336,2.09,50.36,2.04,9.09,46.1906,11.864,,68.28,,6427.0,0.3,0.4,31374250000.0,,,,,13639.583333333334,19.1,,,35.6,74908630000.0,20225330100.0,17228984900.0,17228984900.0,,,,28.25,16622982500.0,426.5985,,1351.0833333333333
2005-02-01,210417500000.0,51974666666.666664,57282583333.333336,2.09,50.36,2.04,9.09,46.1906,11.864,,65.39,,7026.0,0.3,0.4,31374250000.0,,,,,13639.583333333334,19.1,,,35.6,74908630000.0,20225330100.0,17228984900.0,17228984900.0,,,,28.25,16622982500.0,426.5985,,1351.0833333333333
2005-03-01,210417500000.0,51974666666.666664,57282583333.333336,2.09,50.36,2.04,9.09,46.1906,11.864,130.6,62.81,4564.0,6327.0,0.3,0.4,31374250000.0,,,,,13639.583333333334,19.1,,,35.6,74908630000.0,20225330100.0,17228984900.0,17228984900.0,,,,28.25,16622982500.0,426.5985,,1351.0833333333333
2005-04-01,210417500000.0,51974666666.666664,57282583333.333336,2.09,50.36,2.04,9.09,46.1906,11.864,,62.55,,7344.0,0.3,0.4,31374250000.0,,,,,13639.583333333334,19.1,,,35.6,74908630000.0,20225330100.0,17228984900.0,17228984900.0,,,,28.25,16622982500.0,426.5985,,1351.0833333333333
2005-05-01,210417500000.0,51974666666.666664,57282583333.333336,2.09,50.36,2.04,9.09,46.1906,11.864,,61.25,,7353.0,0.3,0.4,31374250000.0,,,,,13639.583333333334,19.1,,,35.6,74908630000.0,20225330100.0,17228984900.0,17228984900.0,,,,28.25,16622982500.0,426.5985,,1351.0833333333333
2005-06-01,210417500000.0,51974666666.666664,57282583333.333336,2.09,50.36,2.04,9.09,46.1906,11.864,132.5,61.98,10309.0,7256.0,0.3,0.4,31374250000.0,,,90.68429,,13639.583333333334,19.1,,,35.6,74908630000.0,20225330100.0,17228984900.0,17228984900.0,,,,28.25,16622982500.0,426.5985,,1351.0833333333333
2005-07-01,210417500000.0,51974666666.666664,57282583333.333336,2.09,50.36,2.04,9.09,46.1906,11.864,,56.95,,6836.0,0.3,0.4,31374250000.0,,,,,13639.583333333334,19.1,,,35.6,74908630000.0,20225330100.0,17228984900.0,17228984900.0,,,,28.25,16622982500.0,426.5985,,1351.0833333333333
2005-08-01,210417500000.0,51974666666.666664,57282583333.333336,2.09,50.36,2.04,9.09,46.1906,11.864,,54.41,,7420.0,0.3,0.4,31374250000.0,,,,,13639.583333333334,19.1,,,35.6,74908630000.0,20225330100.0,17228984900.0,17228984900.0,,,,28.25,16622982500.0,426.5985,,1351.0833333333333
2005-09-01,210417500000.0,51974666666.666664,57282583333.333336,2.09,50.36,2.04,9.09,46.1906,11.864,133.7,53.16,10627.0,7468.0,0.3,0.4,31374250000.0,,,90.39158,,13639.583333333334,19.1,,,35.6,74908630000.0,20225330100.0,17228984900.0,17228984900.0,,,,28.25,16622982500.0,426.5985,,1351.0833333333333
2005-10-01,210417500000.0,51974666666.666664,57282583333.333336,2.09,50.36,2.04,9.09,46.1906,11.864,,51.45,,7532.0,0.3,0.4,31374250000.0,,,,,13639.583333333334,19.1,,,35.6,74908630000.0,20225330100.0,17228984900.0,17228984900.0,,,,28.25,16622982500.0,426.5985,,1351.0833333333333
2005-11-01,210417500000.0,51974666666.666664,57282583333.333336,2.09,50.36,2.04,9.09,46.1906,11.864,,59.09,,7802.0,0.3,0.4,31374250000.0,,,,,13639.583333333334,19.1,,,35.6,74908630000.0,20225330100.0,17228984900.0,17228984900.0,,,,28.25,16622982500.0,426.5985,,1351.0833333333333
2005-12-01,210417500000.0,51974666666.666664,57282583333.333336,2.09,50.36,2.04,9.09,46.1906,11.864,134.6,63.15,9148.0,8056.0,0.3,0.4,31374250000.0,,,90.65808,,13639.583333333334,19.1,,,35.6,74908630000.0,20225330100.0,17228984900.0,17228984900.0,,,,28.25,16622982500.0,426.5985,,1351.0833333333333
2006-01-01,224762500000.0,60060083333.333336,65328250000.0,2.46,17.7,1.66,-18.63,46.2337,12.368,,58.37,,8209.0,0.3,0.4,34764166666.666664,,2048666.6666666667,,,12727.5,-6.7,,,36.67,82420408750.0,22253510362.5,18956694012.5,18956694012.5,,,,18.5,17756237500.0,417.7941,,1662.5833333333333
